ticker,fy,filed,ni,equity,cfo,assets,assets_cur,liab_cur,ltd,revenue,gross,shares
GD,2022,2023-02-07,3167000000.0,13978000000.0,3858000000.0,51308000000.0,19987000000.0,13978000000.0,10490000000.0,37925000000.0,,287913000.0
GD,2023,2024-02-08,3257000000.0,15661000000.0,4271000000.0,50073000000.0,21063000000.0,15341000000.0,9243000000.0,38469000000.0,,282017000.0
GD,2024,2025-02-07,3390000000.0,17641000000.0,4579000000.0,51585000000.0,23615000000.0,16432000000.0,8754000000.0,39407000000.0,,278169000.0
GD,2025,2026-01-30,3315000000.0,18568000000.0,4710000000.0,54810000000.0,24386000000.0,17824000000.0,7260000000.0,42272000000.0,,275725000.0
GE,2015,2016-02-26,13057000000.0,123026000000.0,28510000000.0,663247000000.0,,,,110062000000.0,,10289000000.0
GE,2016,2017-02-24,15233000000.0,130566000000.0,27709000000.0,653931000000.0,,,,112588000000.0,,10123000000.0
GE,2017,2018-02-23,-6126000000.0,98274000000.0,19891000000.0,493071000000.0,,,,117386000000.0,,10016000000.0
GE,2018,2019-02-26,7500000000.0,70162000000.0,1160000000.0,359122000000.0,,,,119469000000.0,,9130000000.0
GE,2019,2020-02-24,-8484000000.0,56031000000.0,6554000000.0,311072000000.0,,,,99279000000.0,,8687000000.0
GE,2020,2021-02-12,-22355000000.0,30981000000.0,4978000000.0,265177000000.0,103096000000.0,78865000000.0,,97012000000.0,,8691000000.0
GE,2021,2022-02-11,-4979000000.0,28316000000.0,8734000000.0,256211000000.0,84853000000.0,54613000000.0,,90221000000.0,,1091000000.0
GE,2022,2023-02-10,5704000000.0,40310000000.0,3568000000.0,198874000000.0,66348000000.0,51953000000.0,,75833000000.0,,1095000000.0
GE,2023,2024-02-02,-6337000000.0,33696000000.0,3481000000.0,188851000000.0,58384000000.0,49428000000.0,20862000000.0,56469000000.0,,1098000000.0
GE,2024,2025-02-03,336000000.0,27403000000.0,5917000000.0,173300000000.0,42556000000.0,32103000000.0,19273000000.0,29139000000.0,,1101000000.0
GE,2025,2026-01-29,9482000000.0,19342000000.0,5189000000.0,123140000000.0,37635000000.0,34392000000.0,20469000000.0,35348000000.0,,1099000000.0
GLW,2011,2012-02-13,2008000000.0,19375000000.0,,21295000000.0,8859000000.0,1986000000.0,2319000000.0,,2093000000.0,1568000000.0
GLW,2012,2013-02-13,3558000000.0,21078000000.0,,25833000000.0,8677000000.0,2097000000.0,2391000000.0,,3049000000.0,1581000000.0
GLW,2013,2014-02-10,2817000000.0,21486000000.0,,27848000000.0,9695000000.0,1956000000.0,,,3576000000.0,1583000000.0
GLW,2014,2015-02-13,1636000000.0,21162000000.0,,29375000000.0,8891000000.0,1746000000.0,,,3319000000.0,1506000000.0
GLW,2015,2016-02-12,1961000000.0,21579000000.0,,28478000000.0,10238000000.0,2324000000.0,,,3324000000.0,1462000000.0
GLW,2016,2017-02-06,2472000000.0,18788000000.0,,30063000000.0,8269000000.0,2814000000.0,,,4052000000.0,1427000000.0
GLW,2017,2018-02-15,1339000000.0,17893000000.0,2829000000.0,28527000000.0,9048000000.0,2751000000.0,,,3653000000.0,1343000000.0
GLW,2018,2019-02-12,3695000000.0,15698000000.0,2537000000.0,27899000000.0,8827000000.0,3209000000.0,,9390000000.0,3763000000.0,1144000000.0
GLW,2019,2020-02-18,-497000000.0,13792000000.0,2004000000.0,27494000000.0,7034000000.0,3311000000.0,,10116000000.0,4020000000.0,895000000.0
GLW,2020,2021-02-12,1066000000.0,12907000000.0,2919000000.0,27505000000.0,7463000000.0,3521000000.0,,11290000000.0,4461000000.0,941000000.0
GLW,2021,2022-02-14,960000000.0,13257000000.0,2031000000.0,28898000000.0,8004000000.0,3767000000.0,,11503000000.0,4035000000.0,899000000.0
GLW,2022,2023-02-13,512000000.0,12333000000.0,2180000000.0,30775000000.0,7659000000.0,4806000000.0,,11303000000.0,3531000000.0,772000000.0
GLW,2023,2024-02-12,1906000000.0,12008000000.0,3412000000.0,30154000000.0,7453000000.0,5175000000.0,,14082000000.0,5063000000.0,844000000.0
GLW,2024,2025-02-13,1316000000.0,11551000000.0,2615000000.0,29499000000.0,7212000000.0,4319000000.0,,14189000000.0,4506000000.0,857000000.0
GLW,2025,2026-02-12,581000000.0,10686000000.0,2005000000.0,28500000000.0,7992000000.0,4919000000.0,,12588000000.0,3931000000.0,859000000.0
GM,2013,2014-02-06,9190000000.0,36244000000.0,,144603000000.0,69996000000.0,53992000000.0,,150276000000.0,,1668000000.0
GM,2014,2015-02-04,6188000000.0,42607000000.0,,149422000000.0,81501000000.0,62412000000.0,,152256000000.0,,1675000000.0
GM,2015,2016-02-03,5346000000.0,35457000000.0,,166231000000.0,83626000000.0,65657000000.0,,155427000000.0,,1676000000.0
GM,2016,2017-02-07,3949000000.0,39871000000.0,,177311000000.0,69408000000.0,71217000000.0,,155929000000.0,,1687000000.0
GM,2017,2018-02-06,9687000000.0,43836000000.0,11769000000.0,194338000000.0,76203000000.0,85181000000.0,,135725000000.0,,1640000000.0
GM,2018,2019-02-06,9427000000.0,35001000000.0,16607000000.0,221690000000.0,68744000000.0,76890000000.0,,149184000000.0,,1570000000.0
GM,2019,2020-02-05,-3864000000.0,38860000000.0,17328000000.0,212482000000.0,75293000000.0,82237000000.0,,145588000000.0,,1492000000.0
GM,2020,2021-02-10,8014000000.0,41792000000.0,15256000000.0,227339000000.0,74992000000.0,84905000000.0,,147049000000.0,,1431000000.0
GM,2021,2022-02-02,6732000000.0,45030000000.0,15021000000.0,228037000000.0,80924000000.0,79910000000.0,,137237000000.0,,1439000000.0
GM,2022,2023-01-31,6427000000.0,59744000000.0,16670000000.0,235194000000.0,82103000000.0,74408000000.0,,122485000000.0,,1442000000.0
GM,2023,2024-01-30,10019000000.0,67792000000.0,15188000000.0,244718000000.0,100451000000.0,91173000000.0,,127004000000.0,,1468000000.0
GM,2024,2025-01-28,9934000000.0,64286000000.0,16043000000.0,264037000000.0,101618000000.0,94445000000.0,,156735000000.0,,1454000000.0
GM,2025,2026-01-27,10127000000.0,63072000000.0,20930000000.0,273064000000.0,108545000000.0,96265000000.0,,171842000000.0,,1369000000.0
GOOG,2024,2025-02-05,59972000000.0,251635000000.0,91495000000.0,402392000000.0,171530000000.0,81814000000.0,11870000000.0,,,13159000000.0
GOOG,2025,2026-02-05,73795000000.0,256144000000.0,101746000000.0,450256000000.0,163711000000.0,89122000000.0,10883000000.0,307394000000.0,,12722000000.0
GS,2009,2010-03-01,11599000000.0,42800000000.0,,884547000000.0,,,,,,461200000.0
GS,2010,2011-03-01,2322000000.0,64369000000.0,,884547000000.0,,,196288000000.0,,,456200000.0
GS,2011,2012-02-28,13385000000.0,70714000000.0,,848942000000.0,,,188247000000.0,,,550900000.0
GS,2012,2013-03-01,8354000000.0,77356000000.0,,911332000000.0,,,181724000000.0,,,585300000.0
GS,2013,2014-02-28,4442000000.0,70379000000.0,,923225000000.0,,,176270000000.0,,,556900000.0
GS,2014,2015-02-23,7475000000.0,75716000000.0,,938555000000.0,,,168489000000.0,,,516100000.0
GS,2015,2016-02-22,8040000000.0,78467000000.0,,911124000000.0,,,174551000000.0,,,499600000.0
GS,2016,2017-02-27,8477000000.0,82797000000.0,,855842000000.0,,,185942000000.0,,,473200000.0
GS,2017,2018-02-26,6083000000.0,86728000000.0,,861395000000.0,,,197491000000.0,,,458600000.0
GS,2018,2019-02-26,7398000000.0,86893000000.0,6494000000.0,916776000000.0,,,227579000000.0,,,435100000.0
GS,2019,2020-02-21,4286000000.0,82243000000.0,-20489000000.0,931796000000.0,,,,,,409100000.0
GS,2020,2021-02-22,10459000000.0,90185000000.0,16564000000.0,992968000000.0,,,,,,390200000.0
GS,2021,2022-02-25,8466000000.0,90265000000.0,23868000000.0,1163028000000.0,,,,,,375500000.0
GS,2022,2023-02-24,9459000000.0,95932000000.0,-18535000000.0,1463988000000.0,,,,,,360300000.0
GS,2023,2024-02-23,21635000000.0,109926000000.0,6298000000.0,1441799000000.0,,,,,,355800000.0
GS,2024,2025-02-27,11261000000.0,117189000000.0,8708000000.0,1641594000000.0,,,,,,358100000.0
GS,2025,2026-02-25,8516000000.0,116905000000.0,-12587000000.0,1675972000000.0,,,,,,345800000.0
HD,2009,2010-03-25,4395000000.0,25030000000.0,5727000000.0,41164000000.0,13362000000.0,11153000000.0,,77349000000.0,25997000000.0,1856000000.0
HD,2010,2011-03-24,2260000000.0,17714000000.0,5528000000.0,40877000000.0,13900000000.0,10363000000.0,8662000000.0,,23990000000.0,1686000000.0
HD,2011,2012-03-22,2661000000.0,17777000000.0,,40125000000.0,13479000000.0,10122000000.0,,,22412000000.0,1692000000.0
HD,2012,2013-03-28,3338000000.0,19393000000.0,4585000000.0,40518000000.0,14520000000.0,9376000000.0,,,23304000000.0,1658000000.0
HD,2013,2014-03-27,3883000000.0,18889000000.0,6651000000.0,41084000000.0,15372000000.0,11462000000.0,,,24262000000.0,1570000000.0
HD,2014,2015-03-26,4535000000.0,17898000000.0,6975000000.0,40518000000.0,15279000000.0,10749000000.0,,,25842000000.0,1511000000.0
HD,2015,2016-03-24,5385000000.0,17777000000.0,7628000000.0,39946000000.0,15302000000.0,11269000000.0,,,26915000000.0,1434000000.0
HD,2016,2017-03-23,6345000000.0,12522000000.0,8242000000.0,41973000000.0,16484000000.0,12524000000.0,,,28389000000.0,1346000000.0
HD,2017,2018-03-22,7009000000.0,6316000000.0,9373000000.0,42966000000.0,17724000000.0,14133000000.0,,,30265000000.0,1283000000.0
HD,2018,2019-03-28,7957000000.0,4333000000.0,9783000000.0,44529000000.0,18933000000.0,16194000000.0,,,32313000000.0,1234000000.0
HD,2019,2020-03-25,8630000000.0,1454000000.0,12031000000.0,44003000000.0,18529000000.0,16716000000.0,,,34356000000.0,1184000000.0
HD,2020,2021-03-24,11121000000.0,-1878000000.0,13165000000.0,51236000000.0,19810000000.0,18375000000.0,,,37160000000.0,1143000000.0
