ticker,fy,filed,ni,equity,cfo,assets,assets_cur,liab_cur,ltd,revenue,gross,shares
LMT,2012,2013-02-28,2878000000.0,3966000000.0,3801000000.0,37908000000.0,14094000000.0,12130000000.0,6460000000.0,,3844000000.0,368300000.0
LMT,2013,2014-02-14,2655000000.0,3497000000.0,4253000000.0,38657000000.0,13855000000.0,12155000000.0,6158000000.0,,3744000000.0,339900000.0
LMT,2014,2015-02-09,2745000000.0,1001000000.0,1561000000.0,36188000000.0,13329000000.0,11120000000.0,6152000000.0,,4196000000.0,328400000.0
LMT,2015,2016-02-24,2981000000.0,39000000.0,4546000000.0,37046000000.0,12322000000.0,11112000000.0,6142000000.0,,4187000000.0,326500000.0
LMT,2016,2017-02-09,3614000000.0,3097000000.0,3866000000.0,49304000000.0,14573000000.0,13918000000.0,14305000000.0,,4683000000.0,322400000.0
LMT,2017,2018-02-06,3605000000.0,1511000000.0,5101000000.0,47806000000.0,15108000000.0,12542000000.0,14282000000.0,,4492000000.0,314700000.0
LMT,2018,2019-02-08,5173000000.0,-850000000.0,5189000000.0,46620000000.0,17505000000.0,12913000000.0,13513000000.0,47290000000.0,5401000000.0,303100000.0
LMT,2019,2020-02-07,1963000000.0,1394000000.0,6476000000.0,44876000000.0,16103000000.0,14398000000.0,12604000000.0,49960000000.0,6371000000.0,290600000.0
LMT,2020,2021-01-28,5046000000.0,3127000000.0,3138000000.0,47528000000.0,17095000000.0,13972000000.0,11404000000.0,53762000000.0,7274000000.0,286800000.0
LMT,2021,2022-01-25,6230000000.0,6015000000.0,7311000000.0,50710000000.0,19378000000.0,13933000000.0,11669000000.0,59812000000.0,8367000000.0,283800000.0
LMT,2022,2023-01-26,6833000000.0,10959000000.0,8183000000.0,50873000000.0,19815000000.0,13997000000.0,11670000000.0,65398000000.0,8654000000.0,281200000.0
LMT,2023,2024-01-23,6315000000.0,9266000000.0,9221000000.0,52880000000.0,20991000000.0,15887000000.0,15429000000.0,67044000000.0,9061000000.0,277400000.0
LMT,2024,2025-01-28,5732000000.0,10959000000.0,7802000000.0,52456000000.0,20521000000.0,16937000000.0,17291000000.0,65984000000.0,8287000000.0,264600000.0
LMT,2025,2026-01-29,6920000000.0,9266000000.0,7920000000.0,55617000000.0,21849000000.0,19420000000.0,19627000000.0,67571000000.0,8479000000.0,251200000.0
LPTH,2013,2013-09-05,-864867.0,4035901.0,405734.0,8271093.0,6250259.0,1741204.0,,,4034771.0,9861596.0
LPTH,2014,2014-09-04,215322.0,4002464.0,556156.0,8377484.0,6078569.0,1622309.0,,,5175251.0,12959218.0
LPTH,2016,2016-09-15,-715280.0,7295691.0,82182.0,12714522.0,8372006.0,2696469.0,,,5979375.0,14711586.0
LPTH,2017,2017-09-14,1414615.0,7999644.0,1525713.0,15589193.0,11152184.0,3212767.0,9926844.0,,9304510.0,16875383.0
LPTH,2018,2018-09-13,7703086.0,10931912.0,4999044.0,46672214.0,19720375.0,5750412.0,9926844.0,28367489.0,14719459.0,21666392.0
LPTH,2019,2019-09-12,1060104.0,29721169.0,2618988.0,47117114.0,19389053.0,5798943.0,5119796.0,32525471.0,12527731.0,26811468.0
LPTH,2020,2020-09-10,-2680323.0,35357444.0,411185.0,45973180.0,19608394.0,6355263.0,5000143.0,33749088.0,12518920.0,25794669.0
LPTH,2021,2021-09-13,866929.0,33459126.0,3732813.0,47574918.0,21257828.0,7403411.0,4437365.0,34967963.0,13842499.0,27469845.0
LPTH,2022,2022-09-15,-3185251.0,34566941.0,4732024.0,54610990.0,20703102.0,8448206.0,3218580.0,38464821.0,13447770.0,26314025.0
LPTH,2023,2023-09-14,-3542181.0,33577485.0,1464128.0,50713921.0,18169414.0,7733557.0,1550587.0,35559160.0,11814636.0,27019534.0
LPTH,2024,2024-09-19,-4046871.0,29731238.0,-2809523.0,53536184.0,21760091.0,6833623.0,325880.0,32933949.0,11074823.0,31637445.0
LPTH,2025,2025-09-26,-8007346.0,35952525.0,521037.0,48086964.0,15537335.0,8036348.0,4804990.0,31726192.0,8631246.0,37944935.0
LRCX,2011,2011-08-19,-302148000.0,1778597000.0,-78129000.0,2487392000.0,1756661000.0,558657000.0,900664000.0,1115946000.0,388734000.0,125595000.0
LRCX,2012,2012-08-22,346669000.0,1453089000.0,350713000.0,4053867000.0,3273265000.0,680759000.0,900000000.0,,969935000.0,128126000.0
LRCX,2013,2013-08-27,723748000.0,1768135000.0,881028000.0,8004652000.0,4415109000.0,1426928000.0,749300000.0,,1497232000.0,125019000.0
LRCX,2014,2014-08-26,168723000.0,2469845000.0,,7250315000.0,3793829000.0,1404475000.0,777400000.0,,1084069000.0,125233000.0
LRCX,2015,2015-08-13,113879000.0,5131781000.0,,7993306000.0,4783662000.0,1582001000.0,,,1403059000.0,173430000.0
LRCX,2016,2016-08-17,632289000.0,4488872000.0,,9364648000.0,6270849000.0,2631361000.0,993960000.0,,2007481000.0,174503000.0
LRCX,2017,2017-08-15,655577000.0,5029735000.0,,12264315000.0,9213150000.0,2418041000.0,3377924000.0,,2284336000.0,177067000.0
LRCX,2018,2018-08-14,914049000.0,5103144000.0,,12122765000.0,9142498000.0,2950115000.0,1778831000.0,,2618922000.0,175159000.0
LRCX,2019,2019-08-20,1697763000.0,5894517000.0,2029282000.0,12479478000.0,9149911000.0,3150308000.0,1760216000.0,,3603359000.0,183770000.0
LRCX,2020,2020-08-18,2380681000.0,6817451000.0,2655747000.0,12001333000.0,8560409000.0,2371650000.0,3767703000.0,,5165032000.0,180782000.0
LRCX,2021,2021-08-17,2191430000.0,6501851000.0,3176013000.0,14559047000.0,10853535000.0,3162442000.0,4959371000.0,,4358459000.0,159915000.0
LRCX,2022,2022-08-24,2251753000.0,4673865000.0,2126451000.0,15892152000.0,11652387000.0,3527867000.0,,,4608693000.0,149090000.0
LRCX,2023,2023-08-15,3908458000.0,5172494000.0,3588163000.0,17195632000.0,12285235000.0,4564759000.0,4962459000.0,,6805306000.0,145320000.0
LRCX,2024,2024-08-29,4605286000.0,6027188000.0,3099674000.0,18781643000.0,13228412000.0,4184918000.0,4964944000.0,,7871807000.0,140628000.0
LRCX,2025,2025-08-11,4510931000.0,6278366000.0,5178938000.0,18744728000.0,12883220000.0,4338438000.0,4466045000.0,,7776925000.0,1358336000.0
LRCX,2026,2026-08-07,3827772000.0,8210172000.0,4652269000.0,21345260000.0,14516995000.0,6568425000.0,3719694000.0,,7052791000.0,1319949000.0
MBLY,2022,2023-03-09,-196000000.0,14468000000.0,271000000.0,16655000000.0,2270000000.0,474000000.0,,967000000.0,376000000.0,750.0
MBLY,2023,2024-02-23,-75000000.0,15842000000.0,599000000.0,15441000000.0,1516000000.0,384000000.0,,1386000000.0,655000000.0,750000000.0
MBLY,2024,2025-02-13,-82000000.0,15889000000.0,546000000.0,15577000000.0,2066000000.0,403000000.0,,1869000000.0,922000000.0,759000000.0
MBLY,2025,2026-02-12,-27000000.0,14794000000.0,394000000.0,12579000000.0,2174000000.0,333000000.0,,2079000000.0,1047000000.0,805000000.0
MCHP,2009,2010-06-02,296793000.0,2004368000.0,,2405711000.0,1742789000.0,155645000.0,,,624938000.0,212048000.0
MCHP,2010,2011-05-31,245587000.0,1539000000.0,,2516313000.0,1610969000.0,203390000.0,,,516504000.0,186788000.0
MCHP,2011,2012-05-30,217005000.0,1490311000.0,,2968058000.0,1774983000.0,340316000.0,,,534242000.0,187339000.0
MCHP,2012,2013-05-30,418950000.0,1533380000.0,,3083776000.0,2015861000.0,247873000.0,,,881251000.0,194715000.0
MCHP,2013,2014-05-30,336705000.0,1812438000.0,411978000.0,3851405000.0,2236370000.0,341611000.0,,,799294000.0,203519000.0
MCHP,2015,2015-05-27,127389000.0,2135461000.0,,4067630000.0,1969399000.0,336079000.0,,,838459000.0,205776000.0
MCHP,2016,2016-05-24,395281000.0,2044654000.0,,4780713000.0,2664617000.0,353972000.0,,,1128743000.0,217630000.0
MCHP,2017,2017-05-30,369009000.0,11076000.0,,5537883000.0,3096713000.0,382009000.0,2453405000.0,,1229564000.0,223561000.0
MCHP,2018,2018-05-18,324100000.0,,,7686900000.0,2305000000.0,704500000.0,2900500000.0,,1205500000.0,217400000.0
MCHP,2019,2019-05-30,164600000.0,,,8257200000.0,3356300000.0,2017400000.0,1758400000.0,3407800000.0,1757200000.0,234800000.0
MCHP,2020,2020-05-22,255400000.0,3270700000.0,1419600000.0,18350000000.0,2214800000.0,2374500000.0,8946200000.0,,2420700000.0,248900000.0
MCHP,2021,2021-05-18,355900000.0,3279800000.0,1674800000.0,17426100000.0,2217200000.0,1637400000.0,8873400000.0,,2931300000.0,249900000.0
MCHP,2022,2022-05-20,570600000.0,5287500000.0,1543800000.0,16478800000.0,2145200000.0,2409600000.0,7581200000.0,,3242100000.0,512400000.0
MCHP,2023,2023-05-25,349400000.0,5585500000.0,1916500000.0,16199500000.0,2452600000.0,1399000000.0,7687400000.0,,3378800000.0,541200000.0
MCHP,2024,2024-05-23,1285500000.0,5337100000.0,2842700000.0,16370300000.0,3069300000.0,3118600000.0,5041700000.0,,4449600000.0,565900000.0
MCHP,2025,2025-05-23,2237700000.0,5894800000.0,3621000000.0,15873200000.0,3013000000.0,2519400000.0,5000400000.0,,5697900000.0,557300000.0
MCHP,2026,2026-05-21,1906900000.0,6513600000.0,2892700000.0,15374600000.0,2991300000.0,1155100000.0,5630400000.0,,4995700000.0,548000000.0
META,2012,2013-02-01,606000000.0,4899000000.0,698000000.0,6331000000.0,4604000000.0,899000000.0,0.0,1974000000.0,,1414000000.0
META,2013,2014-01-31,1000000000.0,11755000000.0,1549000000.0,15103000000.0,11267000000.0,1052000000.0,1500000000.0,3711000000.0,,1508000000.0
META,2014,2015-01-29,53000000.0,15470000000.0,1612000000.0,17895000000.0,13070000000.0,1100000000.0,,5089000000.0,,2166000000.0
META,2015,2016-01-28,1500000000.0,36096000000.0,4222000000.0,39966000000.0,13390000000.0,1424000000.0,,7872000000.0,,2517000000.0
META,2016,2017-02-03,2940000000.0,15470000000.0,7326000000.0,49407000000.0,21652000000.0,1925000000.0,,12466000000.0,,2664000000.0
META,2017,2018-02-01,3688000000.0,36096000000.0,10320000000.0,64961000000.0,34401000000.0,2875000000.0,,17928000000.0,,2853000000.0
META,2018,2019-01-31,10217000000.0,44218000000.0,16108000000.0,84524000000.0,48563000000.0,3760000000.0,,,,2925000000.0
META,2019,2020-01-30,15934000000.0,59194000000.0,24216000000.0,97334000000.0,50480000000.0,7017000000.0,,,,2956000000.0
META,2020,2021-01-28,22112000000.0,74347000000.0,29274000000.0,133376000000.0,66225000000.0,15053000000.0,,,,2921000000.0
META,2021,2022-02-03,18485000000.0,84127000000.0,36314000000.0,159316000000.0,75670000000.0,14981000000.0,,,,2876000000.0
META,2022,2023-02-02,29146000000.0,101054000000.0,38747000000.0,165987000000.0,66666000000.0,21135000000.0,0.0,,,2888000000.0
META,2023,2024-02-02,39370000000.0,128290000000.0,57683000000.0,185727000000.0,59549000000.0,27026000000.0,9923000000.0,,,2859000000.0
META,2024,2025-01-30,23200000000.0,124879000000.0,50475000000.0,229623000000.0,85365000000.0,31960000000.0,18385000000.0,,,2702000000.0
META,2025,2026-01-29,39098000000.0,125713000000.0,71113000000.0,276054000000.0,100045000000.0,33596000000.0,28826000000.0,,,2629000000.0
MO,2010,2011-02-25,4930000000.0,4069000000.0,4881000000.0,36677000000.0,5773000000.0,7992000000.0,11185000000.0,,7687000000.0,2084000000.0
MO,2011,2012-02-16,3206000000.0,5192000000.0,3443000000.0,37402000000.0,5981000000.0,6840000000.0,12194000000.0,,8834000000.0,2071000000.0
MO,2018,2019-02-26,14239000000.0,15377000000.0,3826000000.0,43202000000.0,4344000000.0,6792000000.0,13030000000.0,25744000000.0,11572000000.0,1952000000.0
MO,2019,2020-02-25,10222000000.0,14787000000.0,4901000000.0,55459000000.0,4299000000.0,21193000000.0,11898000000.0,25576000000.0,11963000000.0,1921000000.0
MO,2020,2021-02-26,6963000000.0,6222000000.0,8391000000.0,49271000000.0,4824000000.0,8174000000.0,27042000000.0,25364000000.0,12254000000.0,1888000000.0
MO,2021,2022-02-25,-1293000000.0,2839000000.0,7837000000.0,47414000000.0,7117000000.0,9063000000.0,27971000000.0,25110000000.0,12711000000.0,1869000000.0
MO,2022,2023-02-27,4467000000.0,-1606000000.0,8385000000.0,39523000000.0,6083000000.0,8579000000.0,26939000000.0,26153000000.0,13023000000.0,1859000000.0
MO,2023,2024-02-27,2475000000.0,-3973000000.0,8405000000.0,36954000000.0,7220000000.0,8616000000.0,25124000000.0,26013000000.0,13992000000.0,1845000000.0
MO,2024,2025-02-26,5764000000.0,-3540000000.0,8256000000.0,38570000000.0,5585000000.0,11319000000.0,25112000000.0,25096000000.0,14246000000.0,1804000000.0
MO,2025,2026-02-25,8130000000.0,-2238000000.0,9287000000.0,35177000000.0,4513000000.0,8781000000.0,23399000000.0,24483000000.0,14284000000.0,1777000000.0
MOH,2011,2012-03-27,30868000.0,719057000.0,155371000.0,1509214000.0,960217000.0,565548000.0,164014000.0,3669356000.0,,38976000.0
MOH,2012,2013-02-28,54970000.0,755073000.0,161397000.0,1652146000.0,1048082000.0,601834000.0,216929000.0,4085977000.0,,41631.0
MOH,2013,2014-02-26,20818000.0,782314000.0,225395000.0,1652146000.0,1349126000.0,828037000.0,,4540263000.0,,46425000.0
MOH,2014,2015-02-26,9790000.0,892937000.0,347784000.0,1934822000.0,2039664000.0,1293976000.0,,5914209000.0,,46999000.0
MOH,2015,2016-02-26,53000000.0,1010000000.0,190000000.0,2988000000.0,3203000000.0,2175000000.0,,6589000000.0,843000000.0,47000000.0
MOH,2016,2017-03-01,62000000.0,1557000000.0,1060000000.0,4435000000.0,5306000000.0,3822000000.0,1160000000.0,9667000000.0,1000000000.0,48000000.0
MOH,2017,2018-03-01,143000000.0,1649000000.0,1125000000.0,6576000000.0,5988000000.0,4570000000.0,975000000.0,14178000000.0,1527000000.0,56000000.0
MOH,2018,2019-02-19,52000000.0,1337000000.0,673000000.0,7449000000.0,7511000000.0,5557000000.0,1318000000.0,17782000000.0,1725000000.0,56200000.0
MOH,2019,2020-02-14,-512000000.0,1649000000.0,804000000.0,8471000000.0,6462000000.0,4246000000.0,1020000000.0,19883000000.0,1810000000.0,56400000.0
MOH,2020,2021-02-16,707000000.0,1337000000.0,-314000000.0,7154000000.0,5967000000.0,3269000000.0,1237000000.0,18890000000.0,2518000000.0,66600000.0
MOH,2021,2022-02-14,737000000.0,1647000000.0,434000000.0,9532000000.0,7876000000.0,4965000000.0,2127000000.0,16829000000.0,,64200000.0
MOH,2022,2023-02-13,673000000.0,1960000000.0,1898000000.0,12209000000.0,10064000000.0,7047000000.0,2173000000.0,19423000000.0,,59900000.0
MOH,2023,2024-02-13,659000000.0,2096000000.0,2119000000.0,12314000000.0,10084000000.0,6855000000.0,2176000000.0,27771000000.0,,58600000.0
MOH,2024,2025-02-11,792000000.0,2630000000.0,773000000.0,14892000000.0,12542000000.0,8168000000.0,2180000000.0,31974000000.0,,58500000.0
MOH,2025,2026-02-10,1091000000.0,2964000000.0,1662000000.0,15630000000.0,12773000000.0,7896000000.0,2923000000.0,34072000000.0,,58100000.0
MPWR,2012,2013-03-05,29563000.0,212957000.0,48494000.0,273867000.0,211505000.0,26070000.0,,218840000.0,121457000.0,37826.0
MPWR,2013,2014-03-10,13301000.0,246895000.0,,287162000.0,214301000.0,23460000.0,,213813000.0,101594000.0,35160000.0
MPWR,2014,2015-03-02,15756000.0,242877000.0,,368908000.0,292086000.0,38489000.0,,213813000.0,113148000.0,36247000.0
MPWR,2015,2016-02-29,22898000.0,258294000.0,,399366000.0,307912000.0,36861000.0,,238091000.0,127901000.0,38620000.0
MPWR,2016,2017-03-01,35495000.0,323399000.0,,431285000.0,331928000.0,43283000.0,,,152618000.0,39793000.0
MPWR,2017,2018-03-01,35172000.0,346425000.0,69736000.0,511126000.0,382984000.0,52921000.0,,,180169000.0,40869000.0
MPWR,2018,2019-03-01,52720000.0,368516000.0,107786000.0,652569000.0,449170000.0,65917000.0,,,210873000.0,41915000.0
MPWR,2019,2020-02-28,65203000.0,431116000.0,133821000.0,793432000.0,580810000.0,80439000.0,,,258283000.0,43578000.0
MPWR,2020,2021-03-01,105268000.0,522007000.0,141451000.0,956375000.0,655206000.0,98225000.0,,,322668000.0,44602000.0
MPWR,2021,2022-02-25,108839000.0,640093000.0,216303000.0,1208491000.0,841998000.0,146969000.0,,,346325000.0,45763000.0
MPWR,2022,2023-02-24,164375000.0,773491000.0,267803000.0,1585825000.0,1124852000.0,226944000.0,,,465954000.0,47014000.0
MPWR,2023,2024-02-29,242023000.0,966587000.0,320010000.0,2058885000.0,1410619000.0,263400000.0,,,685459000.0,47889000.0
MPWR,2024,2025-03-03,437672000.0,1243985000.0,246674000.0,2434353000.0,1819499000.0,235035000.0,,,1048552000.0,48358000.0
MPWR,2025,2026-02-27,427374000.0,1668602000.0,638213000.0,3515822000.0,1565053000.0,294567000.0,,,1021119000.0,48771000.0
MRK,2010,2011-02-28,7808000000.0,59058000000.0,6572000000.0,112314000000.0,28432000000.0,15641000000.0,16095000000.0,23850000000.0,,2143000000.0
MRK,2011,2012-02-28,12899000000.0,54376000000.0,3392000000.0,105781000000.0,29064000000.0,15641000000.0,15482000000.0,,,2273000000.0
MRK,2012,2013-02-28,861000000.0,54517000000.0,10822000000.0,105128000000.0,33181000000.0,16245000000.0,15525000000.0,,,3120.0
MRK,2013,2014-02-27,6272000000.0,53020000000.0,12383000000.0,106132000000.0,34857000000.0,18348000000.0,16254000000.0,,,3094000000.0
MRK,2014,2015-02-27,6168000000.0,49765000000.0,10022000000.0,105645000000.0,35685000000.0,17868000000.0,20539000000.0,,,3076000000.0
MRK,2015,2016-02-26,4404000000.0,48647000000.0,11654000000.0,98167000000.0,32605000000.0,18397000000.0,18699000000.0,,,2996000000.0
MRK,2016,2017-02-28,11920000000.0,44676000000.0,7989000000.0,101677000000.0,29751000000.0,19201000000.0,23829000000.0,,,2928000000.0
MRK,2017,2018-02-27,4442000000.0,40088000000.0,12538000000.0,95377000000.0,30614000000.0,17204000000.0,24274000000.0,,,2841000000.0
MRK,2018,2019-02-27,3920000000.0,34336000000.0,10376000000.0,87872000000.0,24766000000.0,18614000000.0,21353000000.0,39807000000.0,,2787000000.0
MRK,2019,2020-02-26,2394000000.0,26701000000.0,6451000000.0,82637000000.0,25875000000.0,22206000000.0,19806000000.0,40122000000.0,,2748000000.0
MRK,2020,2021-02-25,6220000000.0,25907000000.0,10922000000.0,84397000000.0,27483000000.0,22220000000.0,22736000000.0,42294000000.0,,2679000000.0
MRK,2021,2022-02-25,9843000000.0,25317000000.0,,91588000000.0,27764000000.0,27327000000.0,25360000000.0,39121000000.0,,2580000000.0
MRK,2022,2023-02-24,7067000000.0,38184000000.0,,105694000000.0,30266000000.0,23872000000.0,30690000000.0,41518000000.0,,2541000000.0
MRK,2023,2024-02-26,13049000000.0,45991000000.0,,109160000000.0,35722000000.0,24239000000.0,28745000000.0,48704000000.0,,2538000000.0
MRK,2024,2025-02-25,14519000000.0,37581000000.0,19095000000.0,106675000000.0,32168000000.0,25694000000.0,33683000000.0,59283000000.0,,2542000000.0
MRK,2025,2026-02-24,365000000.0,46313000000.0,13006000000.0,117106000000.0,38782000000.0,28420000000.0,34462000000.0,60115000000.0,,2547000000.0
MRVL,2022,2022-03-10,1584391000.0,7306410000.0,360297000.0,10764924000.0,1617145000.0,1077097000.0,993170000.0,2699161000.0,1356941000.0,676094000.0
MRVL,2023,2023-03-09,-277300000.0,8678600000.0,817300000.0,22108600000.0,2493400000.0,1388600000.0,4484800000.0,2968900000.0,1488300000.0,668800000.0
MRVL,2024,2024-03-13,-421000000.0,8435800000.0,819300000.0,22522100000.0,3281100000.0,2386700000.0,3907700000.0,4462400000.0,2064200000.0,796900000.0
MRVL,2025,2025-03-12,-163500000.0,15702100000.0,1288800000.0,21228500000.0,3062700000.0,1814200000.0,4058600000.0,5919600000.0,2987500000.0,851400000.0
MRVL,2026,2026-03-11,-933400000.0,15637200000.0,1370500000.0,20204500000.0,3120300000.0,2026800000.0,3934300000.0,5507700000.0,2293600000.0,861300000.0
MS,2009,2010-02-26,3209000000.0,48753000000.0,-22249000000.0,676764000000.0,,,179835000000.0,26478000000.0,,1024836645.0
MS,2010,2011-02-28,1707000000.0,46688000000.0,73417000000.0,771462000000.0,,,193374000000.0,22140000000.0,,1073496349.0
MS,2011,2012-02-27,1346000000.0,57211000000.0,-45951000000.0,807698000000.0,,,192457000000.0,23280000000.0,,1185414871.0
MS,2012,2013-02-26,4703000000.0,62049000000.0,40614000000.0,749898000000.0,,,184234000000.0,31230000000.0,,1411268971.0
MS,2013,2014-02-25,4110000000.0,62109000000.0,,780960000000.0,,,169571000000.0,32227000000.0,,1675271669.0
MS,2014,2015-03-02,68000000.0,65921000000.0,,832702000000.0,,,153575000000.0,26178000000.0,,1918811270.0
MS,2015,2016-02-23,2932000000.0,70900000000.0,,801510000000.0,,,152772000000.0,,,1956519738.0
MS,2016,2017-02-27,3467000000.0,75182000000.0,,787465000000.0,,,153768000000.0,,,1971000000.0
MS,2017,2018-02-27,6127000000.0,76050000000.0,-4463000000.0,814949000000.0,,,164775000000.0,,,1953000000.0
MS,2018,2019-02-26,5979000000.0,77391000000.0,5383000000.0,851733000000.0,,,191063000000.0,,,1887000000.0
MS,2019,2020-02-27,6111000000.0,80246000000.0,-4505000000.0,853531000000.0,,,188117000000.0,,,1821000000.0
MS,2020,2021-02-26,8748000000.0,81549000000.0,7305000000.0,895429000000.0,,,190060000000.0,,,1738000000.0
MS,2021,2022-02-24,9042000000.0,101781000000.0,40773000000.0,1115862000000.0,,,213388000000.0,,,1640000000.0
MS,2022,2023-02-24,10996000000.0,105441000000.0,-25231000000.0,1188140000000.0,,,227363000000.0,,,1624000000.0
MS,2023,2024-02-22,15034000000.0,100141000000.0,33971000000.0,1180231000000.0,,,233867000000.0,,,1814000000.0
MS,2024,2025-02-21,11029000000.0,99038000000.0,-6397000000.0,1193693000000.0,,,260544000000.0,,,1713000000.0
MS,2025,2026-02-19,9087000000.0,104511000000.0,-33536000000.0,1215071000000.0,,,284307000000.0,,,1646000000.0
MSFT,2010,2010-07-30,17681000000.0,36286000000.0,21612000000.0,77888000000.0,49280000000.0,27034000000.0,3746000000.0,60420000000.0,48822000000.0,9470000000.0
MSFT,2011,2011-07-28,14569000000.0,39558000000.0,19037000000.0,86113000000.0,55676000000.0,26147000000.0,4939000000.0,,50089000000.0,8996000000.0
MSFT,2012,2012-07-26,18760000000.0,46175000000.0,24073000000.0,108704000000.0,74918000000.0,28774000000.0,11921000000.0,,54366000000.0,8927000000.0
MSFT,2013,2013-07-30,23150000000.0,57083000000.0,26994000000.0,121271000000.0,85084000000.0,32688000000.0,10713000000.0,,54366000000.0,8593000000.0
MSFT,2014,2014-07-31,16978000000.0,66363000000.0,,142431000000.0,101466000000.0,37417000000.0,12601000000.0,,56193000000.0,8506000000.0
MSFT,2015,2015-07-31,21863000000.0,78944000000.0,,172384000000.0,114246000000.0,45625000000.0,20645000000.0,,57464000000.0,8470000000.0
MSFT,2016,2016-07-28,22074000000.0,89784000000.0,,174472000000.0,122797000000.0,49647000000.0,27808000000.0,,59755000000.0,8399000000.0
MSFT,2017,2017-08-02,12193000000.0,80083000000.0,,193468000000.0,139660000000.0,59357000000.0,40557000000.0,,60542000000.0,8254000000.0
MSFT,2018,2018-08-03,20539000000.0,83090000000.0,33325000000.0,250312000000.0,162696000000.0,55745000000.0,76073000000.0,,58374000000.0,8013000000.0
MSFT,2019,2019-08-01,25489000000.0,87711000000.0,39507000000.0,258848000000.0,169662000000.0,58488000000.0,72242000000.0,,62310000000.0,7832000000.0
MSFT,2020,2020-07-30,16571000000.0,82718000000.0,43884000000.0,286556000000.0,175552000000.0,69420000000.0,66662000000.0,,72007000000.0,7794000000.0
MSFT,2021,2021-07-29,39240000000.0,102330000000.0,52185000000.0,301311000000.0,181915000000.0,72310000000.0,59578000000.0,,82933000000.0,7753000000.0
MSFT,2022,2022-07-28,44281000000.0,118304000000.0,60675000000.0,333779000000.0,184406000000.0,88657000000.0,50074000000.0,,96937000000.0,7683000000.0
MSFT,2023,2023-07-27,61271000000.0,141988000000.0,76740000000.0,364840000000.0,169684000000.0,95082000000.0,47032000000.0,,115856000000.0,7608000000.0
MSFT,2024,2024-07-30,72738000000.0,166542000000.0,89035000000.0,411976000000.0,184257000000.0,104149000000.0,41990000000.0,,135620000000.0,7540000000.0
MSFT,2025,2025-07-30,72361000000.0,206223000000.0,87582000000.0,512163000000.0,159734000000.0,125286000000.0,42688000000.0,,146052000000.0,7472000000.0
MSFT,2026,2026-07-29,88136000000.0,268477000000.0,118548000000.0,619003000000.0,191131000000.0,141218000000.0,40152000000.0,,171008000000.0,7469000000.0
MU,2011,2011-10-25,-1882000000.0,8020000000.0,1206000000.0,14693000000.0,6333000000.0,2702000000.0,1648000000.0,,-440000000.0,800700000.0
MU,2012,2012-10-29,1850000000.0,8470000000.0,3096000000.0,14752000000.0,5832000000.0,2480000000.0,1861000000.0,,2714000000.0,1050700000.0
MU,2013,2013-10-28,167000000.0,7700000000.0,,14328000000.0,5758000000.0,2243000000.0,,,1758000000.0,1007500000.0
MU,2014,2014-10-27,-1032000000.0,9142000000.0,,19118000000.0,8911000000.0,4125000000.0,,,968000000.0,991000000.0
MU,2015,2015-10-27,1190000000.0,10760000000.0,,22416000000.0,10245000000.0,4791000000.0,,,1847000000.0,1057000000.0
MU,2016,2016-10-28,3045000000.0,12302000000.0,,24143000000.0,8596000000.0,3905000000.0,,,5437000000.0,1198000000.0
MU,2017,2017-10-26,2899000000.0,12080000000.0,5208000000.0,27540000000.0,9495000000.0,4835000000.0,,,5215000000.0,1170000000.0
MU,2018,2018-10-15,-276000000.0,18621000000.0,3168000000.0,35336000000.0,12457000000.0,5334000000.0,,12399000000.0,2505000000.0,1036000000.0
MU,2019,2019-10-17,5089000000.0,32294000000.0,8153000000.0,43376000000.0,16039000000.0,5754000000.0,,,8436000000.0,1154000000.0
MU,2020,2020-10-19,14135000000.0,35881000000.0,17400000000.0,48887000000.0,16503000000.0,6390000000.0,,,17891000000.0,1229000000.0
MU,2021,2021-10-08,6313000000.0,38996000000.0,13189000000.0,53678000000.0,17965000000.0,6635000000.0,,,10702000000.0,1143000000.0
MU,2022,2022-10-07,2687000000.0,38996000000.0,8306000000.0,58849000000.0,19907000000.0,6424000000.0,,,6552000000.0,1131000000.0
MU,2023,2023-10-06,5861000000.0,38996000000.0,12468000000.0,66283000000.0,21781000000.0,7539000000.0,,,10423000000.0,1141000000.0
MU,2024,2024-10-04,8687000000.0,43933000000.0,15181000000.0,64254000000.0,21244000000.0,4765000000.0,,,13898000000.0,1122000000.0
MU,2025,2025-10-03,-5833000000.0,49907000000.0,1559000000.0,69416000000.0,24372000000.0,9248000000.0,,,-1416000000.0,1093000000.0
NFLX,2009,2010-02-22,66608000.0,413618000.0,277424000.0,615424000.0,358925000.0,216017000.0,0.0,1205340000.0,419172000.0,68902000.0
NFLX,2010,2011-02-18,83026000.0,429812000.0,284037000.0,679734000.0,411013000.0,227436000.0,,1364661000.0,454427000.0,62836000.0
NFLX,2011,2012-02-10,115860000.0,347155000.0,325063000.0,982067000.0,637231000.0,388579000.0,,1670269000.0,590998000.0,58416000.0
NFLX,2012,2013-02-01,160853000.0,199143000.0,276401000.0,3069196000.0,1830857000.0,1225055000.0,,2162625000.0,,54304000.0
NFLX,2013,2014-02-03,226126000.0,290164000.0,317712000.0,3967890000.0,2240791000.0,1675926000.0,200000000.0,3204577000.0,,54369000.0
